"region","type","date","locations","rooms","rooms_capacity"
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-08-01",100,7008,53
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-09-01",99,6958,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-10-01",97,6953,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-11-01",89,6535,33
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-12-01",88,6485,24
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-01-01",79,6295,25
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-02-01",83,6465,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-03-01",85,6638,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-04-01",96,6935,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-05-01",100,7083,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-06-01",100,7083,55
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-07-01",100,7083,71
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-08-01",99,7061,58
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-09-01",99,7061,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-10-01",94,6919,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-11-01",86,6462,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2015-12-01",86,6460,28
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-01-01",77,6204,28
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-02-01",82,6368,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-03-01",87,6655,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-04-01",92,6775,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-05-01",98,6991,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-06-01",98,6991,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-07-01",99,7027,72
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-08-01",99,7028,63
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-09-01",98,6978,49
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-10-01",94,6857,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-11-01",88,6485,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2016-12-01",85,6393,28
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-01-01",82,6309,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-02-01",85,6428,38
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-03-01",91,6686,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-04-01",100,6994,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-05-01",103,7142,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-06-01",104,7165,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-07-01",104,7177,70
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-08-01",104,7182,61
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-09-01",101,7043,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-10-01",99,6991,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-11-01",94,6675,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2017-12-01",92,6651,26
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-01-01",85,6454,28
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-02-01",88,6540,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-03-01",93,6859,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-04-01",100,7102,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-05-01",102,7163,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-06-01",103,7193,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-07-01",102,7181,72
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-08-01",102,7180,59
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-09-01",100,7090,50
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-10-01",98,7033,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-11-01",91,6661,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2018-12-01",90,6601,27
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-01-01",86,6431,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-02-01",89,6729,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-03-01",93,6809,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-04-01",102,7280,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-05-01",106,7428,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-06-01",107,7424,53
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-07-01",107,7466,76
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-08-01",107,7478,59
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-09-01",105,7352,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-10-01",103,7298,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-11-01",94,6834,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2019-12-01",95,6853,27
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-01-01",84,6570,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-02-01",86,6674,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-03-01",94,6861,16
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-04-01",104,7238,6
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-05-01",107,7453,10
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-06-01",107,7499,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-07-01",108,7577,73
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-08-01",108,7577,54
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-09-01",109,7613,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-10-01",106,7538,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-11-01",99,7239,14
"Region Nordjylland","Hoteller og Feriecentre i alt","2020-12-01",98,7179,12
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-01-01",89,6642,8
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-02-01",93,6820,13
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-03-01",97,6961,14
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-04-01",108,7359,18
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-05-01",109,7404,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-06-01",109,7341,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-07-01",109,7451,70
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-08-01",110,7489,64
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-09-01",108,7446,56
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-10-01",107,7449,54
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-11-01",99,7167,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2021-12-01",98,7110,26
"Region Nordjylland","Hoteller og Feriecentre i alt","2022-01-01",88,6586,22
"Region Nordjylland","Hoteller og Feriecentre i alt","2022-02-01",90,6896,38
